Player,MLB_ID,Year,Max_EV,Avg_EV,Hard_Hit_Pct,Barrel_Pct,PA,AVG,OBP,SLG,OPS,wRC_Plus
"Bride, Jonah",681146,2024,105.9,87.1,33.7,5.4,272.0,0.276,0.357,0.461,0.818,124.0
"Brown, Seth",664913,2024,110.9,90.0,40.6,8.4,400.0,0.231,0.283,0.379,0.662,91.0
"Bruján, Vidal",660644,2024,104.7,85.1,22.6,1.5,278.0,0.222,0.303,0.319,0.622,74.0
"Burger, Jake",669394,2024,115.5,91.3,46.8,12.3,579.0,0.25,0.301,0.46,0.76,107.0
"Burleson, Alec",676475,2024,111.0,89.7,41.7,6.5,595.0,0.269,0.314,0.42,0.735,106.0
"Busch, Michael",683737,2024,109.3,89.9,39.9,11.2,567.0,0.248,0.335,0.44,0.775,118.0
"Butler, Lawrence",671732,2024,113.1,91.1,47.4,11.0,451.0,0.262,0.317,0.49,0.807,130.0
"Buxton, Byron",621439,2024,113.2,91.7,48.1,13.2,388.0,0.279,0.335,0.524,0.859,140.0
"Báez, Javier",595879,2024,111.1,88.3,40.0,7.8,289.0,0.184,0.221,0.294,0.516,41.0
"Caballero, José",676609,2024,109.9,83.7,25.2,5.1,483.0,0.227,0.283,0.347,0.63,83.0
"Cabrera, Oswaldo",665828,2024,107.2,88.2,34.9,3.7,326.0,0.247,0.296,0.365,0.661,89.0
"Calhoun, Willie",641432,2024,109.6,89.0,37.7,3.0,254.0,0.245,0.315,0.38,0.695,97.0
"Cameron, Daz",663662,2024,112.6,91.6,48.8,8.3,,,,,,
"Caminero, Junior",691406,2024,116.3,89.7,45.7,11.8,,,,,,
"Campusano, Luis",669134,2024,110.8,87.7,34.2,4.6,299.0,0.227,0.281,0.361,0.642,83.0
"Candelario, Jeimer",600869,2024,108.2,86.9,34.5,8.2,463.0,0.225,0.279,0.429,0.707,89.0
"Canha, Mark",592192,2024,107.0,88.4,37.4,3.3,462.0,0.242,0.344,0.346,0.69,101.0
"Canzone, Dominic",686527,2024,110.5,89.9,44.4,11.1,,,,,,
"Caratini, Victor",605170,2024,111.1,91.2,43.1,5.6,274.0,0.269,0.336,0.408,0.744,113.0
"Carlson, Dylan",666185,2024,107.2,86.8,25.8,2.5,265.0,0.209,0.287,0.277,0.563,67.0
"Carpenter, Kerry",681481,2024,109.6,90.5,46.4,17.7,296.0,0.284,0.345,0.587,0.932,158.0
"Carroll, Corbin",682998,2024,111.5,89.3,40.8,7.2,684.0,0.231,0.322,0.428,0.749,107.0
"Carter, Evan",694497,2024,108.7,86.0,32.4,5.9,,,,,,
"Casas, Triston",671213,2024,112.0,90.2,45.2,13.3,243.0,0.241,0.337,0.462,0.8,120.0
"Castellanos, Nick",592206,2024,113.1,88.4,38.2,8.1,659.0,0.254,0.311,0.431,0.742,104.0
"Castro, Willi",650489,2024,112.3,87.4,36.8,7.0,635.0,0.247,0.331,0.385,0.717,106.0
"Cave, Jake",595909,2024,106.8,87.5,37.1,5.2,346.0,0.251,0.29,0.396,0.686,75.0
"Chapman, Matt",656305,2024,114.5,93.2,48.3,12.6,647.0,0.247,0.328,0.463,0.79,121.0
"Chisholm Jr., Jazz",665862,2024,110.1,89.7,41.1,9.7,621.0,0.256,0.324,0.436,0.76,111.0
"Chourio, Jackson",694192,2024,111.6,89.7,44.9,7.8,573.0,0.275,0.327,0.464,0.791,118.0
"Clement, Ernie",676391,2024,109.4,85.5,24.9,3.8,452.0,0.263,0.284,0.408,0.692,94.0
"Conforto, Michael",624424,2024,113.6,90.2,46.0,11.8,488.0,0.237,0.309,0.45,0.759,112.0
"Contreras, William",661388,2024,118.1,92.8,49.5,10.0,679.0,0.281,0.365,0.466,0.831,132.0
"Contreras, Willson",575929,2024,115.3,91.6,46.8,11.2,358.0,0.262,0.38,0.468,0.848,141.0
"Correa, Carlos",621043,2024,113.9,90.3,44.7,9.2,367.0,0.31,0.388,0.517,0.905,154.0
"Cowser, Colton",681297,2024,113.6,90.5,46.1,13.6,561.0,0.242,0.321,0.447,0.768,119.0
"Crawford, J.P.",641487,2024,110.7,87.5,37.8,6.5,451.0,0.202,0.304,0.321,0.625,90.0
"Cronenworth, Jake",630105,2024,110.9,88.6,36.7,7.8,656.0,0.241,0.324,0.39,0.714,105.0
"Crow-Armstrong, Pete",691718,2024,107.2,88.9,36.8,7.4,410.0,0.237,0.286,0.384,0.67,86.0
"Cruz, Oneil",665833,2024,121.5,95.5,54.9,15.7,599.0,0.259,0.324,0.449,0.773,110.0
"Davis, J.D.",605204,2024,111.8,89.1,43.7,8.7,,,,,,
"De La Cruz, Bryan",650559,2024,110.5,89.6,41.3,9.3,622.0,0.233,0.271,0.384,0.654,78.0
"De La Cruz, Elly",682829,2024,114.7,91.8,45.7,12.7,696.0,0.259,0.339,0.471,0.809,119.0
"DeJong, Paul",657557,2024,111.5,87.8,41.5,10.2,482.0,0.227,0.276,0.427,0.703,96.0
"DeLuca, Jonny",676356,2024,109.4,84.6,28.0,3.9,362.0,0.217,0.278,0.331,0.609,77.0
"Devers, Rafael",646240,2024,114.7,93.2,52.6,13.0,601.0,0.272,0.354,0.516,0.871,136.0
"Diaz, Yainer",673237,2024,111.4,90.2,47.5,7.6,619.0,0.299,0.325,0.441,0.766,116.0
"Donovan, Brendan",680977,2024,108.7,88.7,37.6,5.5,652.0,0.278,0.342,0.417,0.759,115.0
"Doyle, Brenton",686668,2024,110.1,89.2,41.4,10.5,603.0,0.26,0.317,0.446,0.764,97.0
"Drury, Brandon",592273,2024,113.7,87.6,35.6,3.6,360.0,0.169,0.242,0.228,0.469,35.0
"Dubón, Mauricio",643289,2024,108.3,86.1,26.5,2.8,428.0,0.269,0.296,0.361,0.657,86.0
"Duran, Ezequiel",677649,2024,111.8,87.1,35.9,3.4,285.0,0.246,0.288,0.321,0.609,75.0
"Duran, Jarren",680776,2024,113.9,90.8,43.9,9.3,735.0,0.285,0.342,0.492,0.834,131.0
"Duvall, Adam",594807,2024,113.0,86.9,36.6,10.7,330.0,0.182,0.245,0.323,0.569,59.0
"Díaz, Elias",553869,2024,110.5,87.1,34.5,4.7,351.0,0.265,0.313,0.382,0.695,81.0
"Díaz, Yandy",650490,2024,117.4,92.2,48.7,7.6,621.0,0.281,0.341,0.414,0.755,120.0
"Edman, Tommy",669242,2024,105.5,87.6,35.1,3.6,,,,,,
"Edwards, Xavier",669364,2024,102.7,86.1,24.3,1.8,303.0,0.328,0.397,0.423,0.82,129.0
"Espinal, Santiago",669289,2024,105.9,85.9,24.1,1.9,391.0,0.246,0.295,0.356,0.65,76.0
"Estrada, Thairo",642731,2024,108.6,86.2,31.7,4.8,381.0,0.217,0.247,0.343,0.59,64.0
"Fairchild, Stuart",656413,2024,110.8,85.5,36.8,7.9,233.0,0.215,0.286,0.368,0.654,79.0
"Farmer, Kyle",571657,2024,108.7,87.7,29.8,5.4,242.0,0.214,0.293,0.353,0.647,84.0
"Fermin, Freddy",666023,2024,108.1,88.2,33.9,3.2,368.0,0.271,0.319,0.366,0.685,92.0
"Fitzgerald, Tyler",666149,2024,107.3,87.7,31.9,8.2,341.0,0.28,0.334,0.497,0.831,132.0
"Fletcher, Dominic",666150,2024,105.4,84.4,26.8,1.8,241.0,0.206,0.252,0.256,0.508,43.0
"Flores, Wilmer",527038,2024,107.1,83.5,27.6,5.9,242.0,0.206,0.277,0.318,0.595,68.0
"Fortes, Nick",663743,2024,109.2,84.3,22.6,1.4,335.0,0.227,0.259,0.318,0.577,58.0
"Fraley, Jake",641584,2024,108.7,84.3,24.7,3.2,382.0,0.277,0.33,0.386,0.716,96.0
"France, Ty",664034,2024,111.1,88.7,40.0,7.3,535.0,0.234,0.305,0.365,0.67,93.0
"Frazier, Adam",624428,2024,106.3,84.5,22.8,2.9,294.0,0.202,0.282,0.294,0.576,65.0
"Freeman, Freddie",518692,2024,112.3,89.4,41.8,9.1,638.0,0.282,0.378,0.476,0.854,136.0
"Freeman, Tyler",671289,2024,109.2,87.7,34.6,3.2,383.0,0.209,0.305,0.321,0.626,84.0
"Frelick, Sal",686217,2024,106.6,83.4,19.5,0.8,524.0,0.259,0.32,0.335,0.655,87.0
"Friedl, TJ",670770,2024,108.9,86.0,31.5,3.2,341.0,0.226,0.31,0.38,0.69,90.0
"Fry, David",681807,2024,108.5,88.3,37.6,7.5,392.0,0.263,0.356,0.448,0.804,129.0
"Gallo, Joey",608336,2024,109.0,90.5,43.4,13.1,260.0,0.161,0.277,0.336,0.613,75.0
"Garcia, Maikel",672580,2024,108.6,90.4,42.8,3.7,626.0,0.231,0.281,0.332,0.614,71.0
"García Jr., Luis",671277,2024,110.7,89.1,41.7,8.0,528.0,0.282,0.318,0.444,0.762,110.0
"García, Adolis",666969,2024,116.1,91.0,48.2,12.5,637.0,0.224,0.284,0.4,0.684,94.0
"Garver, Mitch",641598,2024,108.7,89.9,39.7,8.4,430.0,0.172,0.286,0.341,0.627,89.0
"Gelof, Zack",680869,2024,109.1,89.2,37.2,8.8,547.0,0.211,0.27,0.362,0.632,82.0
"Giménez, Andrés",665926,2024,109.6,86.3,28.5,2.8,633.0,0.252,0.298,0.34,0.638,83.0
"Goldschmidt, Paul",502671,2024,111.4,91.2,49.6,10.7,654.0,0.245,0.302,0.414,0.716,100.0
"Gonzales, Nick",693304,2024,110.4,87.9,36.9,7.9,387.0,0.27,0.311,0.398,0.709,94.0
"Gonzalez, Romy",663853,2024,112.3,92.3,51.0,8.3,216.0,0.266,0.306,0.417,0.723,98.0
"Goodman, Hunter",696100,2024,114.7,88.2,39.6,12.8,224.0,0.19,0.228,0.417,0.645,61.0
"Gordon, Nick",624503,2024,107.9,86.1,29.6,6.1,275.0,0.227,0.258,0.369,0.627,70.0
"Gorman, Nolan",669357,2024,111.0,88.5,38.6,16.7,402.0,0.203,0.271,0.4,0.671,87.0
"Grandal, Yasmani",518735,2024,108.0,91.1,42.8,9.8,243.0,0.228,0.304,0.4,0.704,95.0
"Greene, Riley",682985,2024,114.0,91.3,47.1,13.4,584.0,0.262,0.348,0.479,0.827,134.0
"Grichuk, Randal",545341,2024,112.3,90.6,47.6,11.0,279.0,0.291,0.348,0.528,0.875,139.0
"Grisham, Trent",663757,2024,107.7,90.6,46.4,12.0,209.0,0.19,0.29,0.385,0.675,93.0
"Grossman, Robbie",543257,2024,107.0,86.3,27.6,3.3,245.0,0.212,0.322,0.293,0.616,83.0
"Guerrero Jr., Vladimir",665489,2024,117.6,93.8,54.9,13.7,697.0,0.323,0.396,0.544,0.94,164.0
"Guillorme, Luis",641645,2024,108.5,85.5,21.1,2.3,,,,,,
"Gurriel Jr., Lourdes",666971,2024,110.6,88.4,40.0,6.7,553.0,0.279,0.322,0.435,0.757,108.0
"Hamilton, David",666152,2024,108.8,87.0,32.2,5.6,317.0,0.248,0.303,0.395,0.697,94.0
"Hampson, Garrett",641658,2024,109.1,86.0,30.4,4.4,231.0,0.23,0.275,0.3,0.576,60.0
"Haniger, Mitch",571745,2024,112.0,90.6,45.9,9.0,423.0,0.208,0.286,0.334,0.62,85.0
"Happ, Ian",664023,2024,114.0,90.8,45.2,11.7,657.0,0.243,0.341,0.441,0.782,121.0
"Harper, Bryce",547180,2024,113.8,91.1,48.2,10.6,631.0,0.285,0.373,0.525,0.898,144.0
"Harris II, Michael",671739,2024,114.7,90.5,47.0,10.0,470.0,0.264,0.304,0.418,0.722,99.0
"Hayes, Ke'Bryan",663647,2024,110.4,88.9,42.9,2.4,396.0,0.233,0.283,0.29,0.573,60.0
"Hays, Austin",669720,2024,109.9,88.9,40.2,6.7,255.0,0.255,0.303,0.396,0.699,97.0
"Heim, Jonah",641680,2024,109.8,88.5,36.4,5.9,491.0,0.22,0.267,0.336,0.602,72.0
"Henderson, Gunnar",683002,2024,113.1,92.8,53.9,11.2,719.0,0.281,0.364,0.529,0.893,154.0
"Hernández, Enrique",571771,2024,112.7,89.6,41.5,4.8,393.0,0.229,0.281,0.373,0.654,82.0
"Hernández, Teoscar",606192,2024,114.1,90.6,46.8,14.9,652.0,0.272,0.339,0.501,0.84,132.0
"Herrera, Iván",671056,2024,112.4,89.3,42.1,9.0,259.0,0.301,0.372,0.428,0.8,128.0
"Heyward, Jason",518792,2024,108.4,88.0,41.6,5.6,258.0,0.211,0.288,0.412,0.7,93.0
"Higashioka, Kyle",543309,2024,107.2,88.4,37.4,10.9,263.0,0.22,0.263,0.476,0.739,104.0
"Hill, Derek",656537,2024,111.3,88.3,36.7,11.0,,,,,,
"Hoerner, Nico",663538,2024,110.1,85.7,27.6,1.2,641.0,0.273,0.335,0.373,0.708,102.0
"Horwitz, Spencer",687462,2024,108.1,88.2,36.6,8.0,381.0,0.265,0.357,0.433,0.79,127.0
"Hoskins, Rhys",656555,2024,109.6,88.7,42.2,12.7,517.0,0.214,0.303,0.419,0.722,101.0
"Ibáñez, Andy",628451,2024,108.6,88.1,33.1,4.9,244.0,0.241,0.295,0.357,0.652,86.0
"Iglesias, Jose",578428,2024,109.8,85.8,30.6,2.2,291.0,0.337,0.381,0.448,0.83,136.0
"India, Jonathan",663697,2024,110.8,87.2,36.5,7.7,637.0,0.248,0.357,0.392,0.75,109.0
"Isbel, Kyle",664728,2024,109.6,88.1,36.3,3.9,426.0,0.229,0.287,0.367,0.654,82.0
"Jankowski, Travis",608671,2024,105.1,85.4,24.7,0.7,207.0,0.2,0.266,0.242,0.508,50.0
"Jansen, Danny",643376,2024,107.2,86.6,29.7,6.4,324.0,0.205,0.309,0.349,0.658,90.0
"Jeffers, Ryan",680777,2024,113.9,86.9,33.8,8.3,465.0,0.226,0.3,0.432,0.732,106.0
"Jiménez, Eloy",650391,2024,112.3,92.0,49.0,7.8,349.0,0.238,0.289,0.336,0.626,78.0
"Joe, Connor",656582,2024,109.4,85.3,32.7,4.7,416.0,0.228,0.32,0.368,0.688,93.0
"Jones, Nolan",666134,2024,112.0,88.2,44.4,5.9,297.0,0.227,0.321,0.32,0.641,69.0
"Judge, Aaron",592450,2024,117.5,96.2,61.0,26.9,704.0,0.322,0.458,0.701,1.159,220.0
"Julien, Edouard",666397,2024,110.2,87.8,37.8,9.8,301.0,0.199,0.292,0.323,0.616,79.0
"Julks, Corey",667452,2024,108.5,84.9,29.0,3.2,,,,,,
"Jung, Josh",673962,2024,108.3,86.2,39.7,9.9,,,,,,
"Keith, Colt",690993,2024,109.4,87.8,35.3,5.6,556.0,0.26,0.309,0.38,0.689,95.0
"Kelenic, Jarred",672284,2024,110.7,89.8,45.2,9.9,449.0,0.231,0.286,0.393,0.679,87.0
"Kelly, Carson",608348,2024,107.7,87.6,39.4,6.6,313.0,0.238,0.313,0.374,0.687,98.0
"Kepler, Max",596146,2024,115.4,88.9,36.8,6.2,399.0,0.253,0.302,0.38,0.682,93.0
"Kiermaier, Kevin",595281,2024,105.9,86.4,30.0,3.9,281.0,0.197,0.237,0.313,0.55,54.0
"Kim, Ha-Seong",673490,2024,107.9,87.9,35.4,4.8,470.0,0.233,0.33,0.37,0.7,101.0
"Kiner-Falefa, Isiah",643396,2024,107.9,86.1,29.7,2.3,496.0,0.269,0.306,0.376,0.683,93.0
"Kirilloff, Alex",666135,2024,107.1,91.3,40.9,11.3,,,,,,
"Kirk, Alejandro",672386,2024,112.9,89.4,40.9,6.7,386.0,0.253,0.319,0.359,0.677,93.0
"Kwan, Steven",680757,2024,105.6,86.3,23.7,2.6,540.0,0.292,0.368,0.425,0.793,131.0
"Langeliers, Shea",669127,2024,113.7,91.3,44.0,12.8,534.0,0.224,0.288,0.45,0.739,109.0
"Langford, Wyatt",694671,2024,111.9,89.6,43.4,9.3,557.0,0.253,0.325,0.415,0.74,111.0
"Larnach, Trevor",663616,2024,113.2,92.0,45.1,10.1,400.0,0.259,0.338,0.434,0.771,119.0
"Laureano, Ramón",657656,2024,110.7,89.2,40.8,12.6,309.0,0.259,0.311,0.437,0.748,108.0
"LeMahieu, DJ",518934,2024,108.4,88.5,37.6,5.8,228.0,0.204,0.269,0.259,0.527,53.0
"Lee, Jung Hoo",808982,2024,108.9,89.1,41.8,4.5,,,,,,
"Lee, Korey",686676,2024,110.0,88.3,37.6,7.5,394.0,0.21,0.244,0.347,0.591,65.0
"Lewis, Royce",668904,2024,111.6,87.1,37.7,11.2,325.0,0.233,0.295,0.452,0.747,106.0
"Lindor, Francisco",596019,2024,112.7,90.9,47.4,13.6,689.0,0.273,0.344,0.5,0.844,137.0
"Lipscomb, Trey",702358,2024,108.2,86.5,31.6,0.7,211.0,0.2,0.268,0.232,0.5,45.0
"Loftin, Nick",679845,2024,104.9,83.6,26.0,3.1,,,,,,
"Lopez, Nicky",670032,2024,106.5,85.0,16.9,1.5,445.0,0.241,0.312,0.294,0.606,77.0
"Lopez, Otto",672640,2024,108.8,88.0,38.9,5.1,434.0,0.27,0.313,0.377,0.69,92.0
"Lowe, Brandon",664040,2024,111.0,89.8,44.7,12.4,425.0,0.244,0.311,0.473,0.783,123.0
"Lowe, Josh",666139,2024,109.3,90.8,46.1,10.3,387.0,0.241,0.302,0.391,0.693,98.0
"Lowe, Nathaniel",663993,2024,111.8,88.9,40.0,5.8,565.0,0.265,0.361,0.401,0.762,123.0
"Lux, Gavin",666158,2024,108.7,88.3,41.1,6.0,487.0,0.251,0.32,0.383,0.703,98.0
"Machado, Manny",592518,2024,115.6,92.5,48.8,11.0,643.0,0.275,0.325,0.472,0.797,122.0
"Margot, Manuel",622534,2024,111.2,88.2,33.6,4.9,343.0,0.238,0.289,0.337,0.626,78.0
"Marsh, Brandon",669016,2024,110.1,91.6,47.4,10.0,476.0,0.249,0.328,0.419,0.747,107.0
"Marte, Ketel",606466,2024,117.0,94.0,53.8,12.3,583.0,0.292,0.372,0.56,0.932,152.0
"Marte, Noelvi",682622,2024,111.5,87.0,36.1,6.5,242.0,0.21,0.248,0.301,0.549,48.0
"Marte, Starling",516782,2024,110.9,89.8,42.9,6.9,370.0,0.269,0.327,0.388,0.715,103.0
"Martin, Austin",668885,2024,108.8,87.2,33.5,1.1,257.0,0.253,0.318,0.352,0.67,92.0
"Martinez, J.D.",502110,2024,110.8,91.0,46.1,14.9,495.0,0.235,0.32,0.406,0.725,107.0
"Martini, Nick",605361,2024,107.8,87.4,34.2,7.2,,,,,,
"Massey, Michael",686681,2024,110.0,89.2,36.9,7.1,356.0,0.259,0.294,0.449,0.743,104.0
"Mateo, Jorge",622761,2024,109.2,88.1,34.9,4.0,208.0,0.229,0.267,0.401,0.668,87.0
"Matos, Luis",682641,2024,109.1,86.9,37.0,3.9,,,,,,
"McCann, James",543510,2024,110.5,87.4,37.7,8.6,233.0,0.234,0.279,0.388,0.667,88.0
"McCarthy, Jake",664983,2024,106.6,84.5,24.5,2.7,495.0,0.285,0.349,0.4,0.749,110.0
"McCormick, Chas",676801,2024,110.2,86.2,32.8,7.5,267.0,0.211,0.271,0.306,0.576,65.0
"McCutchen, Andrew",457705,2024,109.8,88.5,36.9,12.0,515.0,0.232,0.328,0.411,0.739,106.0
"McGuire, Reese",624512,2024,105.8,84.0,26.9,6.7,,,,,,
"McKinstry, Zach",656716,2024,108.1,88.0,32.6,4.3,325.0,0.215,0.277,0.337,0.614,74.0
"McMahon, Ryan",641857,2024,113.0,92.1,49.7,10.9,645.0,0.242,0.325,0.397,0.722,88.0
"McNeil, Jeff",643446,2024,107.7,87.0,31.1,3.1,472.0,0.238,0.308,0.384,0.692,97.0
"Meadows, Parker",678009,2024,110.0,87.0,32.3,7.7,298.0,0.244,0.31,0.433,0.743,110.0
"Melendez, MJ",669004,2024,112.9,91.1,45.2,8.4,451.0,0.206,0.273,0.4,0.674,86.0
"Meneses, Joey",608841,2024,114.2,88.9,39.3,4.5,313.0,0.231,0.291,0.302,0.593,67.0
"Merrifield, Whit",593160,2024,104.6,84.1,21.6,2.4,335.0,0.222,0.311,0.314,0.625,79.0
"Merrill, Jackson",701538,2024,111.6,90.4,43.9,11.3,593.0,0.292,0.326,0.5,0.826,130.0
"Meyers, Jake",676694,2024,110.0,88.2,37.0,6.8,513.0,0.219,0.286,0.36,0.646,85.0
"Miranda, Jose",669304,2024,110.7,88.9,38.9,5.9,429.0,0.284,0.322,0.441,0.763,114.0
"Mitchell, Garrett",669003,2024,111.0,88.8,37.0,8.7,224.0,0.255,0.342,0.469,0.812,127.0
"Moniak, Mickey",666160,2024,112.8,88.1,34.4,9.3,418.0,0.219,0.266,0.38,0.646,80.0
"Montero, Elehuris",660707,2024,114.1,89.5,41.5,7.6,247.0,0.205,0.267,0.304,0.571,47.0
"Moore, Dylan",664238,2024,109.1,88.4,36.3,8.8,441.0,0.201,0.32,0.367,0.687,106.0
"Morel, Christopher",666624,2024,111.4,89.2,40.4,10.2,611.0,0.196,0.288,0.346,0.634,81.0
"Moreno, Gabriel",672515,2024,111.1,90.0,41.0,6.6,351.0,0.266,0.353,0.38,0.734,107.0
"Mountcastle, Ryan",663624,2024,113.5,90.8,45.2,8.8,507.0,0.271,0.308,0.425,0.733,107.0
"Mullins, Cedric",656775,2024,106.4,87.1,33.4,4.9,499.0,0.234,0.305,0.405,0.71,104.0
"Muncy, Max",571970,2024,110.0,90.2,43.4,10.8,293.0,0.232,0.358,0.494,0.852,133.0
"Murphy, Sean",669221,2024,112.6,88.0,36.5,9.6,264.0,0.193,0.284,0.352,0.636,78.0
"Naylor, Bo",666310,2024,109.0,88.8,37.7,8.1,389.0,0.201,0.264,0.35,0.614,74.0
"Naylor, Josh",647304,2024,110.9,89.9,40.9,8.4,633.0,0.243,0.32,0.456,0.776,118.0
"Neto, Zach",687263,2024,111.3,88.5,38.8,8.4,602.0,0.249,0.318,0.443,0.761,115.0
"Nevin, Tyler",663527,2024,107.9,89.8,40.8,8.7,278.0,0.204,0.288,0.331,0.618,82.0
"Newman, Kevin",621028,2024,104.7,85.6,23.4,1.6,311.0,0.278,0.311,0.375,0.686,89.0
"Nido, Tomás",621512,2024,108.4,89.8,44.0,12.0,,,,,,
"Nimmo, Brandon",607043,2024,111.5,91.9,47.4,9.1,663.0,0.224,0.327,0.399,0.727,108.0
"Nootbaar, Lars",663457,2024,113.5,91.8,49.5,9.9,405.0,0.244,0.342,0.417,0.758,114.0
"O'Hearn, Ryan",656811,2024,108.8,89.6,40.1,6.9,494.0,0.264,0.334,0.427,0.761,118.0
"O'Hoppe, Logan",681351,2024,111.6,90.4,46.3,12.0,522.0,0.244,0.303,0.409,0.712,102.0
"O'Neill, Tyler",641933,2024,113.1,90.9,48.8,17.3,473.0,0.241,0.336,0.511,0.847,133.0
"Ohtani, Shohei",660271,2024,119.2,95.8,60.1,21.5,731.0,0.31,0.39,0.646,1.036,180.0
"Olivares, Edward",658668,2024,109.9,86.8,35.5,6.4,,,,,,
"Olson, Matt",621566,2024,113.9,91.5,47.4,12.4,685.0,0.247,0.333,0.457,0.79,117.0
"Ortiz, Joey",687401,2024,111.5,87.8,38.4,4.6,511.0,0.239,0.329,0.398,0.726,105.0
"Ozuna, Marcell",542303,2024,114.8,92.1,53.4,15.5,688.0,0.302,0.378,0.546,0.925,154.0
"Pache, Cristian",665506,2024,109.2,89.9,38.2,4.9,,,,,,
"Palacios, Richie",680700,2024,108.5,86.2,30.3,3.5,316.0,0.223,0.346,0.318,0.664,101.0
"Paredes, Isaac",670623,2024,107.3,85.0,27.1,4.5,641.0,0.238,0.346,0.393,0.739,116.0
"Pasquantino, Vinnie",686469,2024,112.2,91.0,46.5,7.1,554.0,0.262,0.315,0.446,0.76,109.0
"Pederson, Joc",592626,2024,114.1,92.3,46.2,12.8,449.0,0.275,0.393,0.515,0.908,152.0
"Peralta, David",444482,2024,111.6,88.1,42.3,5.5,260.0,0.267,0.335,0.415,0.75,115.0
"Perdomo, Geraldo",672695,2024,109.8,87.0,25.8,3.1,388.0,0.273,0.344,0.374,0.718,102.0
"Perez, Salvador",521692,2024,113.3,91.1,44.8,12.2,652.0,0.271,0.33,0.456,0.786,117.0
"Perkins, Blake",663368,2024,106.8,88.8,37.7,3.9,434.0,0.24,0.316,0.332,0.647,84.0
"Peña, Jeremy",665161,2024,109.5,88.2,38.8,5.4,650.0,0.266,0.308,0.394,0.701,99.0
"Pham, Tommy",502054,2024,112.9,90.4,42.7,7.2,478.0,0.248,0.305,0.368,0.674,92.0
"Pillar, Kevin",607680,2024,108.8,84.6,29.7,3.7,314.0,0.229,0.291,0.377,0.667,89.0
"Polanco, Jorge",593871,2024,110.7,88.3,37.4,8.9,469.0,0.213,0.296,0.355,0.651,93.0
"Profar, Jurickson",595777,2024,110.3,91.1,44.4,7.2,668.0,0.28,0.38,0.459,0.839,139.0
"Pérez, Wenceel",672761,2024,109.1,88.4,30.6,4.3,,,,,,
"Rafaela, Ceddanne",678882,2024,108.2,86.6,36.9,7.5,571.0,0.246,0.274,0.39,0.664,81.0
"Raleigh, Cal",663728,2024,113.9,91.0,48.1,15.4,628.0,0.22,0.312,0.436,0.748,118.0
"Raley, Luke",670042,2024,115.4,90.1,41.8,11.0,455.0,0.243,0.32,0.463,0.783,129.0
"Ramos, Heliot",671218,2024,111.8,91.5,47.5,14.5,518.0,0.269,0.322,0.469,0.792,120.0
"Ramírez, Harold",623912,2024,110.9,87.0,33.9,3.2,246.0,0.261,0.28,0.324,0.604,72.0
"Ramírez, José",608070,2024,116.6,89.2,39.7,8.6,682.0,0.279,0.335,0.537,0.872,141.0
"Realmuto, J.T.",592663,2024,109.7,89.2,46.6,10.4,413.0,0.266,0.322,0.429,0.751,107.0
"Refsnyder, Rob",608701,2024,111.5,89.6,43.1,9.7,307.0,0.283,0.359,0.471,0.83,132.0
"Rendon, Anthony",543685,2024,108.9,87.9,37.1,2.3,238.0,0.218,0.307,0.267,0.574,69.0
"Renfroe, Hunter",592669,2024,112.0,88.5,39.4,6.6,424.0,0.229,0.297,0.392,0.689,93.0
"Rengifo, Luis",650859,2024,110.2,87.0,32.5,2.5,304.0,0.3,0.347,0.417,0.763,118.0
"Reynolds, Bryan",668804,2024,111.6,89.9,45.4,9.6,692.0,0.275,0.344,0.447,0.791,118.0
"Riley, Austin",663586,2024,114.7,93.3,53.4,14.9,469.0,0.256,0.322,0.461,0.783,116.0
"Rivera, Emmanuel",656896,2024,109.2,89.7,44.1,7.9,302.0,0.238,0.312,0.343,0.656,86.0
"Rizzo, Anthony",519203,2024,110.7,86.7,33.2,4.0,375.0,0.228,0.301,0.335,0.637,85.0
"Robert Jr., Luis",673357,2024,113.0,90.1,40.7,9.9,425.0,0.224,0.278,0.379,0.657,84.0
"Robles, Victor",645302,2024,109.8,86.7,28.6,6.2,295.0,0.307,0.381,0.433,0.814,141.0
"Rocchio, Brayan",677587,2024,108.1,84.6,22.3,4.0,442.0,0.206,0.298,0.316,0.614,79.0
"Rodgers, Brendan",663898,2024,111.1,89.3,44.1,5.6,539.0,0.267,0.314,0.407,0.721,87.0
"Rodríguez, Julio",677594,2024,114.5,91.7,48.4,10.2,613.0,0.273,0.325,0.409,0.734,116.0
"Rogers, Jake",668670,2024,107.1,89.0,41.8,9.9,337.0,0.197,0.255,0.352,0.607,70.0
"Rojas, Johan",679032,2024,110.6,85.7,27.4,2.5,363.0,0.243,0.279,0.322,0.601,66.0
"Rojas, Josh",668942,2024,108.4,88.2,38.2,5.7,476.0,0.225,0.304,0.336,0.641,92.0
"Rojas, Miguel",500743,2024,109.1,85.0,27.8,2.5,337.0,0.283,0.337,0.41,0.748,110.0
"Rooker, Brent",667670,2024,113.4,91.9,49.6,16.6,614.0,0.293,0.365,0.562,0.927,164.0
"Rortvedt, Ben",666163,2024,109.3,86.2,30.7,3.5,328.0,0.228,0.317,0.303,0.621,87.0
"Rosario, Amed",642708,2024,108.9,86.9,36.2,4.6,346.0,0.28,0.306,0.38,0.686,96.0
